Temperature   	Mass18	Mass51	Mass67	Mass28
5.9483E+2	1.4762E-10	3.6934E-12	2.4986E-12	5.8953E-11
5.9527E+2	1.6509E-10	2.6184E-12	6.2273E-12	7.6289E-11
5.9564E+2	1.5168E-10	2.4790E-12	6.2665E-12	1.0296E-10
5.9596E+2	1.6086E-10	7.9943E-12	2.2262E-12	6.1311E-11
5.9611E+2	1.9797E-10	5.3760E-12	2.2327E-12	5.5838E-11
5.9627E+2	1.5980E-10	8.5565E-12	8.1639E-12	7.1185E-11
5.9673E+2	1.5392E-10	3.8667E-12	7.0638E-12	7.4346E-11
5.9714E+2	1.1032E-10	2.3096E-12	6.7767E-12	5.1752E-11
5.9747E+2	1.3927E-10	7.1713E-12	2.3069E-12	3.0472E-11
5.9772E+2	1.0601E-10	4.8054E-12	6.0568E-12	9.1983E-11
5.9799E+2	2.2512E-10	3.1003E-12	8.1407E-12	8.6518E-11
5.9806E+2	1.7716E-10	7.6315E-12	7.4928E-12	7.4137E-11
5.9839E+2	1.3892E-10	3.1222E-12	1.1693E-12	8.2952E-11
5.9870E+2	1.6046E-10	7.0277E-12	2.4113E-12	7.4752E-11
5.9921E+2	1.1427E-10	1.9755E-12	1.8528E-12	8.4433E-11
5.9953E+2	1.3954E-10	2.7227E-12	8.7516E-12	9.2456E-11
5.9969E+2	1.3653E-10	6.3103E-12	6.9064E-12	1.0292E-10
5.9987E+2	1.7290E-10	3.8740E-12	8.1981E-12	9.6060E-11
6.0022E+2	1.9227E-10	2.1061E-12	6.6926E-12	1.0263E-10
6.0049E+2	1.0854E-10	7.0232E-12	2.4735E-12	4.9352E-11
6.0086E+2	1.2762E-10	6.1091E-12	7.6176E-12	7.1748E-11
6.0133E+2	1.3601E-10	6.9416E-12	5.9180E-12	1.2777E-10
6.0164E+2	1.1069E-10	8.6501E-12	6.0362E-12	1.1057E-10
6.0194E+2	1.2161E-10	9.7369E-12	6.6749E-12	9.4357E-11
6.0205E+2	1.7822E-10	8.7264E-12	1.8157E-12	9.1178E-11
6.0230E+2	2.0814E-10	6.9607E-12	9.2832E-12	8.9315E-11
6.0261E+2	1.2659E-10	6.1744E-12	6.7516E-12	1.0170E-10
6.0313E+2	9.6003E-11	6.4266E-12	2.2649E-12	5.7905E-11
6.0341E+2	1.2580E-10	5.7770E-12	9.4200E-12	7.4569E-11
6.0370E+2	2.1743E-10	3.4746E-12	6.4196E-12	4.6099E-11
6.0390E+2	1.8163E-10	3.4889E-12	1.0040E-11	4.7728E-11
6.0407E+2	2.0143E-10	7.5120E-12	8.0879E-12	5.2625E-11
6.0432E+2	1.5965E-10	2.1610E-12	6.2194E-12	6.8693E-11
6.0460E+2	1.2217E-10	2.1877E-12	8.1407E-12	1.1633E-10
6.0502E+2	1.6319E-10	5.1144E-12	4.0881E-12	7.1026E-11
6.0540E+2	1.3577E-10	7.1829E-12	5.5845E-12	7.0555E-11
6.0567E+2	1.4790E-10	1.5851E-12	4.7563E-12	1.1970E-10
6.0580E+2	1.8199E-10	6.7666E-12	1.8747E-12	8.1806E-11
6.0605E+2	1.9333E-10	1.7040E-12	1.0635E-11	5.1502E-11
6.0636E+2	1.3546E-10	2.3631E-12	1.9347E-12	9.8152E-11
6.0673E+2	1.3050E-10	5.7010E-12	5.5088E-12	7.9447E-11
6.0724E+2	1.3619E-10	8.3497E-12	5.9489E-12	1.3008E-10
6.0754E+2	1.5674E-10	3.7498E-12	8.4622E-12	6.0409E-11
6.0774E+2	1.6830E-10	2.8481E-12	2.0580E-12	8.0932E-11
6.0789E+2	1.5100E-10	1.0979E-11	8.1523E-12	7.7108E-11
6.0815E+2	1.0407E-10	9.3204E-12	1.5711E-12	8.1180E-11
6.0860E+2	1.8887E-10	5.9164E-12	6.4743E-12	9.1178E-11
6.0902E+2	1.6263E-10	7.5610E-12	1.7359E-12	8.6103E-11
6.0914E+2	1.3186E-10	7.4185E-12	5.0376E-12	1.3199E-10
6.0935E+2	1.9059E-10	3.2698E-12	8.4447E-12	7.9082E-11
6.0968E+2	1.6254E-10	1.0830E-11	1.5889E-12	4.2796E-11
6.1021E+2	2.1395E-10	7.3187E-12	1.7765E-12	9.5524E-11
6.1049E+2	1.4813E-10	5.0772E-12	2.0793E-12	8.1687E-11
6.1060E+2	1.4813E-10	1.1507E-11	2.2026E-12	9.2063E-11
6.1097E+2	1.4694E-10	9.9106E-12	8.3824E-12	5.1384E-11
6.1141E+2	1.7369E-10	5.8168E-12	1.9759E-12	6.6467E-11
6.1160E+2	1.7350E-10	3.2274E-12	2.8753E-12	6.1481E-11
6.1205E+2	1.4264E-10	4.9185E-12	1.0509E-12	1.3553E-10
6.1235E+2	1.3244E-10	2.3919E-12	7.2972E-12	1.2438E-10
6.1267E+2	1.5667E-10	9.5388E-12	1.7517E-12	9.6920E-11
6.1279E+2	1.9059E-10	9.5266E-12	5.1383E-12	9.7757E-11
6.1302E+2	1.4430E-10	2.9396E-12	7.4445E-12	9.5495E-11
6.1326E+2	1.3321E-10	6.4540E-12	1.9142E-12	8.0435E-11
6.1363E+2	1.2683E-10	6.4792E-12	8.0808E-12	8.5159E-11
6.1401E+2	1.3629E-10	2.5977E-12	1.2096E-12	9.7321E-11
6.1436E+2	1.4296E-10	2.7642E-12	1.0101E-11	7.8732E-11
6.1460E+2	1.8898E-10	2.1263E-12	1.5711E-12	1.0296E-10
6.1480E+2	1.3665E-10	4.3146E-12	7.2084E-12	8.8207E-11
6.1507E+2	2.0192E-10	7.0102E-12	9.7406E-12	4.7896E-11
6.1548E+2	1.5162E-10	6.6788E-12	7.6914E-12	1.0134E-10
6.1578E+2	2.1243E-10	9.0228E-12	6.5971E-12	6.6254E-11
6.1618E+2	8.7104E-11	3.9856E-12	5.5908E-12	6.7127E-11
6.1656E+2	1.2896E-10	5.0772E-12	1.6962E-12	1.0438E-10
6.1684E+2	1.5123E-10	7.2485E-12	5.9159E-12	7.9401E-11
6.1707E+2	1.1931E-10	2.6184E-12	3.2403E-12	5.8735E-11
6.1725E+2	1.3780E-10	6.6101E-12	1.0661E-11	6.8515E-11
6.1766E+2	9.0896E-11	4.6716E-12	5.2559E-12	2.4986E-11
6.1801E+2	1.2062E-10	1.9077E-12	7.9596E-12	1.0535E-10
6.1833E+2	1.6856E-10	9.1550E-12	7.0152E-12	6.4492E-11
6.1860E+2	1.1318E-10	6.7743E-12	1.6731E-12	1.0261E-10
6.1886E+2	1.6721E-10	6.5344E-12	3.2612E-12	8.9112E-11
6.1906E+2	1.8786E-10	4.8378E-12	4.2558E-12	1.0292E-10
6.1932E+2	9.6526E-11	8.2983E-12	1.4486E-12	7.4697E-11
6.1965E+2	1.8623E-10	6.2392E-12	2.6424E-12	1.4600E-10
6.1996E+2	1.4713E-10	6.6101E-12	8.2135E-12	7.0884E-11
6.2045E+2	1.4429E-10	2.3300E-12	6.2241E-12	8.0897E-11
6.2061E+2	1.2288E-10	8.8273E-12	6.4802E-12	6.4530E-11
6.2085E+2	1.2432E-10	2.3528E-12	2.8990E-12	1.0810E-10
6.2113E+2	1.4023E-10	4.3158E-12	9.1545E-12	5.2878E-11
6.2149E+2	1.2922E-10	1.0220E-11	7.6961E-12	8.0097E-11
6.2185E+2	1.2760E-10	8.2948E-12	7.2650E-13	1.6672E-10
6.2220E+2	1.2400E-10	6.0038E-12	8.1091E-12	7.4752E-11
6.2256E+2	1.2809E-10	3.7905E-12	9.3543E-12	7.1807E-11
6.2282E+2	1.4091E-10	2.8063E-12	2.2234E-12	9.3831E-11
6.2309E+2	1.5102E-10	6.5763E-12	7.7523E-12	7.0666E-11
6.2321E+2	1.2669E-10	2.5977E-12	6.2533E-12	1.1006E-10
6.2374E+2	1.3760E-10	8.5328E-12	7.0550E-12	5.0545E-11
6.2406E+2	1.7245E-10	2.9966E-12	8.3405E-12	4.7852E-11
6.2441E+2	1.2527E-10	8.8625E-12	6.6540E-12	6.8658E-11
6.2450E+2	8.0487E-11	1.0477E-11	7.4010E-13	2.4968E-11
6.2475E+2	1.9531E-10	2.8931E-12	1.8557E-12	1.0400E-10
6.2503E+2	1.0912E-10	3.5719E-12	3.1169E-12	7.7411E-11
6.2544E+2	1.3103E-10	9.7970E-12	6.9054E-12	1.0722E-10
6.2583E+2	1.1642E-10	6.3777E-12	8.5495E-12	1.0523E-10
6.2620E+2	1.1188E-10	3.8308E-12	7.3854E-12	2.0773E-10
6.2649E+2	1.3003E-10	8.7979E-12	7.8223E-12	1.0127E-10
6.2657E+2	1.0130E-10	5.9342E-12	2.7485E-12	7.5627E-11
6.2684E+2	1.4023E-10	9.0836E-12	5.9868E-12	1.1533E-10
6.2732E+2	1.6283E-10	9.6407E-12	6.4470E-12	9.9628E-11
6.2767E+2	1.0083E-10	3.2274E-12	8.9054E-12	7.7619E-11
6.2798E+2	1.0297E-10	6.4012E-12	2.8233E-12	9.0360E-11
6.2833E+2	1.6638E-10	8.7042E-12	6.6672E-12	5.0096E-11
6.2848E+2	1.2715E-10	5.8684E-12	1.2087E-12	9.8668E-11
6.2871E+2	1.4694E-10	2.4092E-12	2.1427E-12	1.0729E-10
6.2897E+2	1.2097E-10	4.6938E-12	6.0970E-12	6.0045E-11
6.2932E+2	1.1620E-10	9.9048E-12	7.0811E-12	7.4902E-11
6.2986E+2	1.5035E-10	9.1083E-12	1.9031E-12	9.3745E-11
6.3012E+2	1.4918E-10	1.6841E-12	8.7521E-12	7.7096E-11
6.3024E+2	1.3780E-10	1.1331E-11	8.7997E-12	3.8400E-11
6.3047E+2	8.9135E-11	2.1923E-12	9.7190E-13	6.1753E-11
6.3076E+2	7.2551E-11	5.6998E-12	5.7877E-12	1.2353E-10
6.3120E+2	1.0897E-10	8.5825E-12	6.8106E-12	9.6037E-11
6.3157E+2	1.2317E-10	9.7432E-12	5.3927E-12	4.6202E-11
6.3190E+2	5.9176E-11	6.9116E-12	1.4288E-12	1.0144E-10
6.3222E+2	1.4420E-10	3.7870E-12	7.5813E-12	6.1532E-11
6.3240E+2	1.2954E-10	7.4107E-12	5.4551E-12	5.6702E-11
6.3255E+2	1.3619E-10	9.1603E-12	7.3886E-12	7.8676E-11
6.3301E+2	1.4333E-10	5.2272E-12	6.6573E-12	8.6987E-11
6.3344E+2	1.5582E-10	1.5339E-11	2.8967E-12	4.5662E-11
6.3371E+2	1.6280E-10	3.1044E-12	1.7558E-12	6.6647E-11
6.3396E+2	1.3376E-10	8.7107E-12	8.3263E-12	8.2074E-11
6.3407E+2	1.1367E-10	3.8740E-12	2.4113E-12	8.4186E-11
6.3434E+2	1.1468E-10	9.2243E-12	7.6002E-12	6.3593E-11
6.3463E+2	1.0734E-10	6.1182E-12	2.0793E-12	6.0846E-11
6.3516E+2	1.4869E-10	7.1814E-12	7.4812E-12	5.5114E-11
6.3549E+2	1.3363E-10	2.6900E-12	1.6909E-12	5.5103E-11
6.3553E+2	8.2036E-11	4.0067E-12	2.4346E-12	9.2415E-11
6.3588E+2	9.8902E-11	3.6420E-12	1.6950E-12	7.6302E-11
6.3633E+2	1.2375E-10	2.8315E-12	1.3284E-11	7.4831E-11
6.3665E+2	1.4813E-10	4.5854E-12	4.2541E-12	4.8104E-11
6.3676E+2	1.1211E-10	3.9190E-12	6.8908E-12	3.1927E-11
6.3713E+2	1.6035E-10	6.3623E-12	1.4086E-12	6.9587E-11
6.3727E+2	8.1593E-11	8.3850E-12	7.8111E-12	8.6987E-11
6.3764E+2	9.5537E-11	7.4923E-12	9.7004E-12	9.9492E-11
6.3789E+2	1.6822E-10	5.8889E-12	8.0403E-12	4.3340E-11
6.3843E+2	1.9455E-10	6.0975E-12	6.4476E-12	6.6000E-11
6.3876E+2	1.1238E-10	5.0421E-12	2.7412E-12	5.5978E-11
6.3908E+2	1.6547E-10	8.0544E-12	2.4113E-12	3.3557E-11
6.3924E+2	6.7713E-11	6.2764E-12	1.0008E-11	1.0674E-10
6.3941E+2	1.1238E-10	7.2995E-12	4.2558E-12	5.5392E-11
6.3999E+2	1.0901E-10	1.2378E-11	1.5894E-11	1.1139E-10
6.4026E+2	1.3165E-10	6.7615E-12	7.3129E-12	6.0479E-11
6.4046E+2	1.6388E-10	9.7045E-12	2.8557E-12	9.3578E-11
6.4059E+2	1.2863E-10	6.5134E-12	7.3055E-12	4.6497E-11
6.4096E+2	1.4433E-10	9.8966E-12	4.5507E-12	6.1978E-11
6.4127E+2	1.0697E-10	3.5056E-12	2.6091E-12	1.3837E-10
6.4159E+2	1.4697E-10	1.1809E-11	1.0935E-11	9.2077E-11
6.4179E+2	1.3068E-10	5.9211E-12	2.4750E-12	8.6017E-11
6.4213E+2	1.2411E-10	6.9793E-12	5.6566E-12	5.5496E-11
6.4251E+2	1.0797E-10	2.5202E-12	3.8917E-12	1.1253E-10
6.4289E+2	1.4527E-10	9.2534E-12	2.0834E-12	9.4964E-11
6.4308E+2	1.7743E-10	3.1430E-12	1.9759E-12	9.6087E-11
6.4323E+2	1.5689E-10	7.8044E-12	6.4714E-12	1.2848E-10
6.4369E+2	6.6051E-11	4.9980E-12	6.1186E-12	9.0339E-11
6.4405E+2	1.5011E-10	3.7870E-12	1.5910E-12	5.0265E-11
6.4433E+2	9.3065E-11	4.6427E-12	7.0863E-12	3.0591E-11
6.4440E+2	9.5228E-11	2.0047E-12	2.4116E-12	1.0162E-10
6.4490E+2	6.9635E-11	2.8315E-12	1.2683E-12	7.1191E-11
6.4523E+2	1.0502E-10	2.0330E-12	1.2885E-12	1.3200E-10
6.4532E+2	1.5398E-10	3.4416E-12	5.2840E-12	7.3601E-11
6.4554E+2	1.2109E-10	1.7490E-12	1.7730E-12	9.2821E-11
6.4591E+2	1.1609E-10	2.5977E-12	1.3148E-11	3.9056E-11
6.4636E+2	1.1901E-10	5.3996E-12	2.3905E-12	9.4327E-11
6.4651E+2	1.8238E-10	6.1010E-12	7.3263E-12	5.4305E-11
6.4669E+2	9.9981E-11	3.2344E-12	2.2529E-12	7.6794E-11
6.4701E+2	9.8585E-11	8.1640E-12	7.2612E-12	1.1690E-10
6.4743E+2	6.8791E-11	8.9114E-12	8.7008E-12	8.5580E-11
6.4759E+2	1.3213E-10	9.3843E-12	5.1140E-12	8.2242E-11
6.4782E+2	8.8517E-11	1.0355E-11	2.4323E-12	8.5178E-11
6.4838E+2	9.6169E-11	7.8465E-12	8.4309E-12	8.8031E-11
6.4863E+2	1.1079E-10	8.0560E-12	2.0793E-12	7.1420E-11
6.4880E+2	1.4406E-10	4.9980E-12	6.5808E-12	7.7822E-11
6.4896E+2	9.2008E-11	7.8044E-12	2.6059E-12	7.0311E-11
6.4945E+2	1.4632E-10	8.2092E-12	6.2170E-12	9.2456E-11
6.4985E+2	1.2795E-10	4.4457E-12	1.3683E-12	6.5112E-11
6.5012E+2	8.2910E-11	1.0844E-11	8.1594E-12	1.0628E-10
6.5028E+2	1.1179E-10	6.3834E-12	2.7340E-12	6.8609E-11
6.5074E+2	1.0107E-10	8.4478E-12	8.2127E-12	7.2016E-11
6.5102E+2	1.2385E-10	4.9185E-12	5.5053E-12	1.2837E-10
6.5109E+2	1.1915E-10	4.0350E-12	8.7670E-13	1.2286E-10
6.5142E+2	1.0252E-10	3.0179E-12	2.9200E-12	7.1748E-11
6.5182E+2	1.0201E-10	8.0743E-12	2.5381E-12	6.2112E-11
6.5216E+2	1.1979E-10	8.2612E-12	9.1364E-12	8.5511E-11
6.5225E+2	1.1027E-10	7.8547E-12	2.3701E-12	8.7585E-11
6.5251E+2	5.5748E-11	2.2704E-12	2.1044E-12	7.2858E-11
6.5286E+2	1.4175E-10	8.4470E-12	2.9823E-12	1.1974E-10
6.5309E+2	1.3680E-10	8.6072E-12	6.3071E-12	1.0127E-10
6.5338E+2	1.1575E-10	7.9197E-12	8.3638E-12	1.4482E-10
6.5376E+2	1.6923E-10	2.8063E-12	8.6990E-12	7.5220E-11
6.5419E+2	1.3132E-10	4.1826E-12	1.0604E-11	1.0361E-10
6.5433E+2	1.3163E-10	3.6172E-12	1.0433E-11	9.9861E-11
6.5456E+2	1.4467E-10	1.1207E-11	2.2257E-12	6.6693E-11
6.5489E+2	1.5997E-10	6.6349E-12	2.7266E-12	1.1104E-10
6.5533E+2	9.7165E-11	9.2693E-12	5.6907E-12	8.7700E-11
6.5563E+2	9.3531E-11	3.0146E-12	7.1085E-12	7.8676E-11
6.5571E+2	4.0439E-11	9.5926E-12	7.1657E-12	3.6611E-11
6.5618E+2	3.0110E-11	3.7864E-12	4.8966E-12	2.6525E-11
6.5649E+2	9.9390E-11	5.1802E-12	9.3470E-12	7.0676E-11
6.5665E+2	1.2562E-10	5.1227E-12	1.6714E-12	7.5220E-11
6.5681E+2	1.0443E-10	9.1166E-12	2.2649E-12	1.0432E-10
6.5723E+2	1.3020E-10	8.1032E-12	7.9835E-12	8.7935E-11
6.5761E+2	9.7269E-11	1.0195E-11	1.8610E-12	7.8155E-11
6.5777E+2	1.5108E-10	1.1038E-11	2.7318E-12	7.3180E-11
6.5796E+2	1.3619E-10	3.1640E-12	8.6925E-12	9.3119E-11
6.5823E+2	5.5670E-11	1.7847E-12	2.0793E-12	6.2625E-11
6.5878E+2	1.3520E-10	3.2294E-12	6.1009E-12	8.5954E-11
6.5889E+2	1.3665E-10	5.4440E-12	8.1333E-12	6.8274E-11
6.5913E+2	7.7143E-11	3.3125E-12	6.5366E-12	7.5718E-11
6.5965E+2	9.1970E-11	7.2236E-12	2.7482E-12	6.5156E-11
6.5995E+2	6.5387E-11	6.5240E-12	6.9054E-12	7.3175E-11
6.6009E+2	8.4306E-11	8.9486E-12	7.3524E-12	6.5662E-11
6.6023E+2	1.3546E-10	8.3591E-12	7.5793E-12	4.7896E-11
6.6071E+2	8.1775E-11	4.9512E-12	6.7753E-12	6.4765E-11
6.6107E+2	1.0760E-10	2.6415E-12	3.2896E-12	1.2451E-10
6.6135E+2	1.0156E-10	3.5327E-12	1.0412E-11	5.3421E-11
6.6140E+2	1.4048E-10	6.4425E-12	4.0753E-12	4.6915E-11
6.6194E+2	8.6811E-11	7.9086E-12	2.7689E-12	8.1802E-11
6.6227E+2	1.3137E-10	2.9971E-12	8.1865E-12	2.2683E-11
6.6236E+2	1.3712E-10	7.0605E-12	6.1943E-12	6.2559E-11
6.6258E+2	1.3565E-10	7.2016E-12	2.8967E-12	7.8031E-11
6.6310E+2	1.2663E-10	1.6841E-12	1.2357E-11	7.6224E-11
6.6343E+2	8.9621E-11	3.7870E-12	7.0361E-12	6.1143E-11
6.6349E+2	1.0411E-10	7.4645E-12	5.8024E-12	5.5186E-11
6.6371E+2	1.3573E-10	1.0054E-11	5.4433E-12	4.6952E-11
6.6412E+2	8.8667E-11	2.0148E-12	1.2709E-12	8.1244E-11
6.6438E+2	1.3699E-10	2.9758E-12	2.4113E-12	9.9492E-11
6.6476E+2	1.1686E-10	8.1523E-12	2.3905E-12	8.2729E-11
6.6501E+2	1.2903E-10	1.0827E-11	6.2531E-12	5.1451E-11
6.6526E+2	1.5267E-10	3.2212E-12	1.3683E-12	5.9484E-11
6.6571E+2	1.0895E-10	2.4951E-12	2.2672E-12	1.0692E-10
6.6606E+2	8.3840E-11	2.9524E-12	5.0127E-12	8.0932E-11
6.6639E+2	1.1918E-10	2.3189E-12	2.4116E-12	6.3648E-11
6.6660E+2	1.2827E-10	9.4346E-12	1.8765E-12	1.1690E-10
6.6687E+2	9.2064E-11	8.4215E-12	8.5985E-12	1.0558E-10
6.6710E+2	9.9912E-11	9.4042E-12	5.5902E-12	7.7847E-11
6.6752E+2	1.0009E-10	2.2905E-12	5.8992E-12	6.7794E-11
6.6793E+2	8.5523E-11	4.4244E-12	6.5933E-12	6.5500E-11
6.6796E+2	8.9472E-11	2.8271E-12	6.1753E-12	7.7931E-11
6.6834E+2	1.2906E-10	3.1009E-12	7.2861E-12	9.0149E-11
6.6884E+2	1.4147E-10	2.5565E-12	2.7482E-12	8.4664E-11
6.6905E+2	1.1780E-10	9.3449E-12	8.5612E-12	6.6031E-11
6.6921E+2	1.1219E-10	5.4440E-12	1.7313E-12	6.0707E-11
6.6949E+2	1.1923E-10	5.2878E-12	9.7004E-12	1.0962E-10
6.6995E+2	1.1639E-10	5.3556E-12	1.4115E-12	8.4285E-11
6.7038E+2	1.2419E-10	2.7914E-12	2.4323E-12	3.0780E-11
6.7057E+2	1.0268E-10	7.6315E-12	2.7412E-12	1.1543E-10
6.7075E+2	9.9336E-11	2.9966E-12	1.7313E-12	4.1925E-11
6.7127E+2	1.0454E-10	7.5021E-12	2.2257E-12	5.1752E-11
6.7153E+2	1.0271E-10	2.4948E-12	1.0515E-12	7.1514E-11
6.7164E+2	1.0180E-10	3.0158E-12	1.4486E-12	9.8152E-11
6.7197E+2	8.3781E-11	7.5272E-12	1.8733E-12	7.0311E-11
6.7222E+2	9.5679E-11	2.2704E-12	2.4323E-12	1.0514E-10
6.7275E+2	1.5609E-10	7.6730E-12	1.5711E-12	1.1369E-10
6.7294E+2	1.0216E-10	4.0482E-12	3.8790E-12	1.7365E-10
6.7306E+2	9.9912E-11	8.1899E-12	6.2533E-12	1.0432E-10
6.7341E+2	1.4790E-10	2.1067E-12	8.1914E-12	5.9291E-11
6.7385E+2	1.0326E-10	5.8168E-12	8.1407E-12	8.6676E-12
6.7396E+2	1.3295E-10	1.7639E-12	3.8988E-12	5.8953E-11
6.7425E+2	8.0021E-11	7.7523E-12	6.2953E-12	1.3357E-10
6.7474E+2	7.4547E-11	7.1209E-12	2.5185E-12	3.8977E-11
6.7498E+2	9.7034E-11	1.8443E-12	1.4086E-12	7.8930E-11
6.7519E+2	9.5596E-11	2.5977E-12	8.8446E-12	1.1645E-10
6.7567E+2	9.6195E-11	9.7345E-12	8.2849E-12	9.8152E-11
6.7591E+2	1.5463E-10	8.6491E-12	6.5274E-12	1.3600E-10
6.7622E+2	1.2385E-10	1.5319E-12	7.8146E-12	8.5510E-11
6.7632E+2	7.3091E-11	7.8500E-12	7.1302E-12	7.4346E-11
6.7707E+2	1.2260E-10	2.6850E-12	7.3288E-12	7.5220E-11
6.7713E+2	9.0182E-11	7.2068E-12	1.0623E-11	1.2588E-10
6.7749E+2	1.3442E-10	3.1684E-12	8.3745E-12	9.8837E-11
6.7780E+2	1.0805E-10	1.2213E-11	6.3170E-12	1.0461E-10
6.7794E+2	1.1142E-10	8.1604E-12	2.3905E-12	6.7502E-11
6.7820E+2	1.2333E-10	2.9314E-12	7.3129E-12	1.0113E-10
6.7874E+2	7.5549E-11	7.2019E-12	2.4323E-12	8.4970E-11
6.7905E+2	5.0244E-11	2.1263E-12	1.0251E-11	9.4630E-11
6.7927E+2	8.5747E-11	7.4586E-12	7.3816E-12	1.1143E-10
6.7936E+2	5.6853E-11	1.3529E-12	1.1298E-12	1.4332E-10
6.7994E+2	9.7140E-11	3.2271E-12	4.3577E-12	9.1605E-11
6.8019E+2	8.4039E-11	7.5926E-12	7.5266E-12	9.5941E-11
6.8026E+2	3.2454E-11	3.7922E-12	2.4113E-12	5.6734E-11
6.8056E+2	5.8707E-11	7.2775E-12	2.3490E-12	1.2222E-10
6.8089E+2	1.0889E-10	3.7431E-12	1.6903E-12	9.1714E-11
6.8130E+2	1.3295E-10	8.5565E-12	9.8924E-12	9.1374E-11
6.8158E+2	8.7699E-11	4.6699E-12	1.6944E-12	6.5752E-11
6.8174E+2	0.0000E+0	2.6199E-12	2.8540E-12	5.5663E-11
6.8193E+2	6.2341E-11	7.9951E-12	6.6260E-12	5.6792E-11
6.8235E+2	9.3809E-11	2.2370E-12	2.2649E-12	7.5220E-11
6.8270E+2	8.0347E-11	4.3666E-12	9.7190E-13	9.3290E-11
6.8287E+2	1.8139E-10	2.9331E-12	1.6962E-12	4.6915E-11
6.8305E+2	1.2435E-10	5.0795E-12	6.5449E-12	9.5072E-11
6.8342E+2	5.9280E-11	5.1686E-12	1.2756E-11	6.3648E-11
6.8387E+2	8.5266E-11	5.9462E-12	5.5412E-12	5.9922E-11
6.8405E+2	8.7260E-11	3.6864E-12	6.7294E-12	3.8796E-11
6.8423E+2	5.1882E-11	2.4121E-12	6.9434E-12	9.6444E-11
6.8447E+2	1.1733E-10	7.7831E-12	5.5967E-12	4.2651E-11
6.8473E+2	1.0759E-10	1.0900E-11	5.8745E-12	6.8693E-11
6.8524E+2	6.9238E-11	2.1888E-12	8.1411E-12	6.5882E-11
6.8532E+2	2.2355E-11	2.0074E-12	6.1082E-12	5.9127E-11
6.8554E+2	8.4800E-11	9.5301E-12	1.3591E-11	5.3036E-11
6.8598E+2	9.9390E-11	3.1430E-12	1.7567E-12	6.9847E-11
6.8633E+2	7.0373E-11	7.1452E-12	1.9031E-12	6.5251E-11
6.8661E+2	6.1420E-11	8.8007E-12	8.4917E-12	4.2488E-11
6.8666E+2	7.3472E-11	9.6332E-12	2.6666E-12	6.6036E-11
6.8688E+2	5.1410E-11	2.4948E-12	6.2209E-12	1.0922E-10
6.8728E+2	1.2167E-10	9.5388E-12	8.5916E-12	1.0098E-11
6.8774E+2	1.1132E-10	3.4451E-12	1.7514E-12	9.4049E-11
6.8799E+2	4.4013E-11	7.8862E-12	8.9034E-12	1.1908E-10
6.8804E+2	1.0861E-10	8.0552E-12	2.3102E-12	1.1510E-10
6.8839E+2	9.7651E-11	8.5359E-12	2.4750E-12	8.3912E-11
6.8885E+2	1.1203E-10	7.9519E-12	7.1442E-12	1.1633E-10
6.8915E+2	8.5022E-11	1.0971E-11	9.0950E-12	9.9403E-11
6.8944E+2	1.3427E-10	1.1230E-11	6.2489E-12	1.0535E-10
6.8956E+2	8.3781E-11	9.8966E-12	1.5740E-12	1.1144E-11
6.8976E+2	1.1766E-10	7.5225E-12	8.1170E-12	8.3440E-11
6.9000E+2	1.4479E-10	7.1801E-12	2.5381E-12	8.3061E-11
6.9038E+2	6.7787E-11	1.6666E-12	1.2513E-11	7.9765E-11
6.9074E+2	8.9381E-11	8.4215E-12	7.0933E-12	6.9150E-11
6.9106E+2	2.1052E-10	5.4171E-12	1.1295E-12	8.5511E-11
6.9112E+2	8.4242E-11	9.5266E-12	5.4483E-12	1.3666E-10
6.9154E+2	6.1945E-11	2.1471E-12	2.2657E-12	5.4417E-11
6.9194E+2	9.6993E-11	3.8302E-12	8.3358E-12	1.0353E-10
6.9210E+2	1.1931E-10	2.4542E-12	5.8727E-12	1.3095E-10
6.9227E+2	4.5695E-11	4.1803E-12	8.9560E-12	6.8812E-11
6.9275E+2	4.8724E-11	7.6150E-12	2.2041E-12	9.9042E-11
6.9309E+2	1.2321E-10	3.9167E-12	1.4285E-12	6.2584E-11
6.9320E+2	1.2261E-10	7.0947E-12	2.6851E-12	7.1514E-11
6.9349E+2	1.0362E-10	4.0050E-12	6.9421E-12	5.8735E-11
6.9396E+2	6.7884E-11	5.6178E-12	2.3905E-12	1.5101E-10
6.9410E+2	7.4870E-11	6.7796E-12	1.5910E-12	6.5690E-11
6.9431E+2	1.1276E-10	9.5339E-12	9.1620E-13	6.4228E-11
6.9458E+2	9.1479E-11	7.4627E-12	9.1615E-12	3.2343E-11
6.9493E+2	6.4219E-11	7.7258E-12	2.3525E-12	9.5891E-11
6.9523E+2	1.1169E-10	8.9653E-12	1.9162E-12	1.1065E-10
6.9559E+2	1.1489E-10	7.6864E-12	4.7703E-12	6.4924E-11
6.9597E+2	7.8119E-11	9.9722E-12	2.2649E-12	6.8369E-11
6.9618E+2	8.9133E-11	1.8644E-12	6.5635E-12	8.0097E-11
6.9640E+2	1.3262E-10	6.8935E-12	2.0790E-12	1.0872E-10
6.9677E+2	1.4837E-10	9.9001E-12	6.4958E-12	1.2222E-10
6.9710E+2	2.9672E-11	6.0614E-12	7.4010E-13	1.0251E-10
6.9736E+2	1.0118E-10	6.4696E-12	2.2441E-12	9.5936E-11
