Temperature   	Mass18	Mass51	Mass67	Mass28
3.8527E+2	1.2162E-10	5.8250E-12	8.1930E-12	6.5112E-11
3.8563E+2	1.0348E-10	3.6770E-12	6.7755E-12	1.0761E-10
3.8573E+2	1.0637E-10	5.1839E-12	2.7695E-12	4.8041E-11
3.8608E+2	1.2328E-10	8.5495E-12	9.8090E-13	1.2118E-10
3.8639E+2	8.2206E-11	8.5813E-12	1.7452E-12	8.8977E-11
3.8676E+2	9.6757E-11	2.1770E-12	5.3067E-12	8.3414E-11
3.8716E+2	8.9050E-11	8.5367E-12	4.9838E-12	1.9919E-10
3.8753E+2	9.4797E-11	7.2234E-12	3.7363E-12	7.5021E-11
3.8771E+2	6.2313E-11	7.1471E-12	4.8645E-12	7.5507E-11
3.8802E+2	1.2610E-10	7.0166E-12	6.2995E-12	1.0263E-10
3.8819E+2	7.8144E-11	7.2068E-12	6.4736E-12	1.4176E-10
3.8855E+2	5.5495E-11	5.2878E-12	7.7741E-12	8.9143E-11
3.8890E+2	9.8564E-11	9.4186E-12	5.5447E-12	1.3197E-10
3.8911E+2	1.6729E-10	7.8952E-12	5.0714E-12	8.8943E-11
3.8950E+2	1.5727E-10	9.0811E-12	1.1096E-12	1.1021E-10
3.8986E+2	1.3569E-10	8.4992E-12	7.9810E-12	9.5610E-11
3.9028E+2	1.5459E-10	3.3761E-12	1.2451E-11	9.7216E-11
3.9039E+2	1.1057E-10	8.5487E-12	6.1702E-12	1.1948E-10
3.9092E+2	1.6780E-10	1.3045E-11	6.9492E-12	1.1166E-10
3.9112E+2	1.0134E-10	2.1531E-12	8.3481E-12	8.5870E-11
3.9138E+2	8.2058E-11	8.2465E-12	1.3496E-12	1.1021E-10
3.9182E+2	8.9619E-11	7.2833E-12	5.7684E-12	1.3345E-10
3.9215E+2	1.1866E-10	6.0508E-12	4.8045E-12	8.6151E-11
3.9220E+2	4.5759E-11	2.5600E-12	4.9046E-12	1.0603E-10
3.9266E+2	9.8584E-11	8.4039E-12	5.7538E-12	3.3557E-11
3.9285E+2	7.0187E-11	7.9191E-12	1.9168E-12	1.2587E-10
3.9311E+2	1.2560E-10	6.3287E-12	4.6239E-12	9.9408E-11
3.9352E+2	8.4737E-11	3.4567E-12	6.8254E-12	6.8618E-11
3.9396E+2	1.0156E-10	6.7299E-12	7.0962E-12	1.0648E-10
3.9405E+2	1.4956E-10	2.8481E-12	6.7656E-12	8.4702E-11
3.9460E+2	1.1468E-10	7.1370E-12	8.7638E-12	1.1047E-10
3.9487E+2	9.1380E-11	2.4992E-12	6.6574E-12	8.8133E-11
3.9521E+2	6.7776E-11	9.0733E-12	1.6509E-12	1.0611E-10
3.9544E+2	1.1236E-10	5.8632E-12	6.1440E-12	7.5736E-11
3.9569E+2	1.1208E-10	7.1038E-12	5.7305E-12	5.5144E-11
3.9610E+2	8.2096E-11	3.8308E-12	6.2647E-12	6.0737E-11
3.9644E+2	1.2361E-10	3.3358E-12	7.7482E-12	9.8595E-11
3.9664E+2	1.1324E-10	8.1801E-12	8.0807E-12	1.2998E-10
3.9685E+2	9.4568E-11	7.8500E-12	6.1753E-12	6.9587E-11
3.9719E+2	1.1857E-10	5.8366E-12	6.6395E-12	1.2848E-10
3.9760E+2	9.2969E-11	2.9735E-12	8.1523E-12	6.3983E-11
3.9795E+2	1.1762E-10	6.2958E-12	3.6926E-12	7.7847E-11
3.9816E+2	9.7069E-11	6.6566E-12	7.1114E-12	8.2957E-11
3.9838E+2	5.7486E-11	8.7497E-12	7.3653E-12	6.7868E-11
3.9868E+2	1.6762E-10	2.4982E-12	3.0555E-12	9.5330E-11
3.9911E+2	8.7590E-11	3.2911E-12	1.4919E-12	1.0051E-10
3.9940E+2	8.1437E-11	7.3461E-12	2.1848E-12	6.7462E-11
3.9972E+2	1.1107E-10	4.5361E-12	9.3835E-12	9.5042E-11
3.9989E+2	7.9369E-11	1.3877E-12	5.7397E-12	9.9423E-11
4.0027E+2	5.8711E-11	7.0234E-12	5.8945E-12	1.3986E-10
4.0080E+2	1.1546E-10	4.0482E-12	1.9770E-12	1.2769E-10
4.0110E+2	6.4454E-11	6.4060E-12	8.7986E-12	7.2214E-11
4.0124E+2	8.3379E-11	5.5959E-12	5.0376E-12	1.3415E-10
4.0173E+2	9.1449E-11	2.8271E-12	4.1673E-12	1.4164E-10
4.0178E+2	5.9032E-11	1.0870E-11	1.7143E-12	7.6063E-11
4.0217E+2	4.8061E-11	1.0139E-12	6.0970E-12	1.2817E-10
4.0270E+2	1.2317E-10	8.4878E-12	3.2639E-12	1.2939E-10
4.0301E+2	1.0297E-10	2.6620E-12	1.9229E-12	1.0390E-10
4.0313E+2	4.8765E-11	7.8877E-12	2.6021E-12	1.4021E-10
4.0333E+2	9.8518E-11	6.9116E-12	1.2096E-12	7.9496E-11
4.0376E+2	8.7100E-11	8.4095E-12	2.5808E-12	1.2222E-10
4.0420E+2	9.9515E-11	6.5833E-12	4.7894E-12	1.0295E-10
4.0456E+2	1.0901E-10	3.1044E-12	1.2087E-12	1.1104E-10
4.0468E+2	8.5281E-11	7.0626E-12	1.9829E-12	9.8708E-11
4.0516E+2	6.3778E-11	3.2449E-12	5.9118E-12	1.1913E-10
4.0525E+2	1.1077E-10	2.3326E-12	1.6172E-12	9.2668E-11
4.0563E+2	1.3954E-10	2.4571E-12	2.2692E-12	6.9587E-11
4.0603E+2	7.1929E-11	5.5402E-12	1.7719E-12	7.4018E-11
4.0649E+2	9.9658E-11	8.9560E-12	6.5744E-12	1.0761E-10
4.0660E+2	8.5677E-11	3.8442E-12	2.2462E-12	5.1384E-11
4.0679E+2	9.8565E-11	1.0101E-11	6.4823E-12	8.2005E-11
4.0719E+2	7.0653E-11	5.0946E-12	1.3349E-11	1.3152E-10
4.0771E+2	1.0075E-10	3.7992E-12	1.3880E-12	1.0263E-10
4.0803E+2	8.9135E-11	2.7683E-12	5.1258E-12	1.1130E-10
4.0837E+2	9.9068E-11	3.6233E-12	7.5033E-12	1.1037E-10
4.0848E+2	1.4634E-10	2.2704E-12	1.5284E-12	9.8628E-11
4.0869E+2	1.1538E-10	2.4387E-12	4.5716E-12	1.0978E-10
4.0905E+2	9.9068E-11	6.4485E-12	6.8928E-12	1.1234E-10
4.0953E+2	1.2492E-10	7.2044E-12	8.6678E-12	8.5511E-11
4.0991E+2	1.2576E-10	3.0582E-12	3.9637E-12	9.9816E-11
4.1020E+2	8.2036E-11	1.1191E-11	2.3484E-12	1.0810E-10
4.1029E+2	7.2280E-11	2.4744E-12	2.0834E-12	1.2677E-10
4.1060E+2	6.2089E-11	2.7972E-12	6.6540E-12	8.6414E-11
4.1108E+2	7.3385E-11	6.8450E-12	7.5976E-12	6.7714E-11
4.1141E+2	1.5010E-10	7.3187E-12	8.9631E-12	1.1387E-10
4.1185E+2	5.7900E-11	7.1167E-12	2.8557E-12	1.5218E-10
4.1212E+2	8.9333E-11	6.5821E-12	8.7107E-12	1.0101E-10
4.1221E+2	7.2888E-11	5.7718E-12	2.0586E-12	1.2860E-10
4.1251E+2	9.6526E-11	2.7447E-12	8.1438E-12	1.3182E-10
4.1296E+2	8.8156E-11	1.0342E-11	8.8032E-12	4.1862E-11
4.1345E+2	1.3559E-10	4.6924E-12	5.8902E-12	8.6822E-11
4.1369E+2	1.0395E-10	6.2758E-12	5.8990E-13	8.5759E-11
4.1385E+2	6.6560E-11	9.9518E-12	1.9162E-12	1.1692E-10
4.1409E+2	6.3778E-11	6.8336E-12	8.2218E-12	1.2310E-10
4.1441E+2	1.7343E-10	2.3919E-12	7.7741E-12	7.8681E-11
4.1472E+2	7.9252E-11	3.1430E-12	4.9128E-12	1.3193E-10
4.1528E+2	1.9542E-10	1.9915E-12	1.6909E-12	6.0929E-11
4.1557E+2	1.1524E-10	6.3849E-12	7.0667E-12	8.6002E-11
4.1578E+2	1.1236E-10	6.3317E-12	3.4655E-12	1.0535E-10
4.1598E+2	1.5851E-10	9.4259E-12	1.8733E-12	1.3844E-10
4.1641E+2	9.2291E-11	4.5408E-12	7.7256E-12	7.7033E-11
4.1678E+2	9.0027E-11	2.1263E-12	6.0131E-12	7.2385E-11
4.1704E+2	1.3996E-10	6.4103E-12	1.8528E-12	9.5620E-11
4.1751E+2	7.9156E-11	3.1003E-12	1.9963E-12	8.4314E-11
4.1787E+2	8.8225E-11	2.8271E-12	7.9896E-12	1.4394E-10
4.1805E+2	1.0717E-10	7.0947E-12	1.1459E-11	1.0433E-10
4.1825E+2	8.3771E-11	2.1471E-12	1.0901E-12	4.5789E-11
4.1871E+2	8.9655E-11	2.6006E-12	2.0229E-12	8.9501E-11
4.1889E+2	8.6014E-11	3.3358E-12	8.3880E-12	1.2378E-10
4.1953E+2	1.0075E-10	1.7847E-12	8.4195E-12	1.4530E-10
4.1982E+2	1.4086E-10	1.0512E-11	7.9279E-12	1.2223E-10
4.1992E+2	1.4747E-10	9.3905E-12	1.5597E-12	8.1465E-11
4.2021E+2	7.0187E-11	2.4951E-12	5.5908E-12	8.8512E-11
4.2058E+2	9.5145E-11	8.3968E-12	1.9031E-12	7.3736E-11
4.2089E+2	9.7165E-11	9.6918E-12	6.2170E-12	1.1908E-10
4.2139E+2	6.6642E-11	6.7170E-12	1.7514E-12	9.3691E-11
4.2179E+2	1.0443E-10	9.5418E-12	1.8747E-12	1.2224E-10
4.2196E+2	1.1629E-10	8.3451E-12	2.2441E-12	5.9171E-11
4.2210E+2	1.4305E-10	6.8867E-12	6.4115E-12	7.5220E-11
4.2270E+2	5.1572E-11	4.8277E-12	8.6550E-12	8.8865E-11
4.2294E+2	8.9472E-11	2.4571E-12	3.0942E-12	1.5541E-10
4.2332E+2	1.3780E-10	6.7111E-12	1.9168E-12	1.4755E-10
4.2359E+2	1.2912E-10	1.6666E-12	8.4749E-12	4.3213E-11
4.2371E+2	8.6393E-11	2.9708E-12	2.5577E-12	9.6751E-11
4.2409E+2	1.5885E-10	4.3894E-12	1.9142E-12	1.1818E-10
4.2437E+2	1.3677E-10	3.6210E-12	7.8690E-13	8.8551E-11
4.2477E+2	1.5663E-10	2.3119E-12	8.5692E-12	7.7219E-11
4.2527E+2	1.3581E-10	8.6608E-12	1.5587E-12	5.1547E-11
4.2562E+2	1.0180E-10	2.6184E-12	7.1992E-12	7.4157E-11
4.2578E+2	1.0739E-10	5.6292E-12	2.0299E-12	5.5025E-11
4.2595E+2	1.0937E-10	6.3637E-12	6.0512E-12	5.2615E-11
4.2633E+2	1.4669E-10	7.1863E-12	6.1318E-12	4.4155E-11
4.2684E+2	1.3699E-10	7.5926E-12	7.2028E-12	1.2936E-10
4.2693E+2	1.1966E-10	3.5924E-12	1.9539E-12	9.1050E-11
4.2752E+2	1.2871E-10	2.0075E-12	1.9031E-12	9.5206E-11
4.2783E+2	2.0734E-10	5.5575E-12	2.0229E-12	1.2121E-10
4.2790E+2	1.4866E-10	2.8481E-12	5.3290E-12	1.2396E-10
4.2819E+2	9.8116E-11	7.3240E-12	2.0171E-12	1.4172E-10
4.2857E+2	1.2147E-10	7.8250E-12	2.9180E-12	1.2349E-10
4.2908E+2	1.1304E-10	7.2212E-12	6.2152E-12	9.3312E-11
4.2941E+2	7.7377E-11	2.5565E-12	7.3129E-12	8.7209E-11
4.2963E+2	1.0312E-10	2.8504E-12	1.8122E-12	8.3414E-11
4.2976E+2	1.5518E-10	2.7648E-12	1.4919E-12	1.0810E-10
4.3017E+2	1.1469E-10	3.1044E-12	8.0627E-12	6.6849E-11
4.3042E+2	1.0547E-10	8.3033E-12	5.5461E-12	1.1416E-10
4.3090E+2	8.0760E-11	6.3196E-12	6.5919E-12	6.0315E-11
4.3131E+2	1.5625E-10	3.6996E-12	6.6076E-12	1.3231E-10
4.3161E+2	7.1575E-11	4.2910E-12	8.7779E-12	1.7610E-10
4.3171E+2	1.1142E-10	1.0069E-11	9.3488E-12	8.9938E-11
4.3201E+2	1.2422E-10	2.9945E-12	1.0342E-11	9.1605E-11
4.3231E+2	1.1668E-10	4.0289E-12	6.5886E-12	1.1438E-10
4.3282E+2	1.7189E-10	3.1003E-12	6.8076E-12	1.2222E-10
4.3322E+2	5.1572E-11	3.2715E-12	7.7543E-12	9.1327E-11
4.3352E+2	1.3277E-10	2.1061E-12	5.3612E-12	1.0196E-10
4.3388E+2	1.0274E-10	9.3192E-12	7.1833E-12	1.0071E-10
4.3404E+2	1.5256E-10	1.0638E-11	6.7875E-12	9.9330E-11
4.3429E+2	1.3198E-10	7.5489E-12	9.4424E-12	1.4300E-10
4.3459E+2	1.3173E-10	9.7747E-12	8.2624E-12	8.7786E-11
4.3509E+2	1.1367E-10	6.8617E-12	2.6491E-12	1.4220E-10
4.3545E+2	1.0732E-10	1.1297E-11	9.0862E-12	1.2834E-10
4.3576E+2	1.2955E-10	7.7504E-12	2.0299E-12	1.1633E-10
4.3583E+2	1.2663E-10	7.2820E-12	2.6021E-12	8.4185E-11
4.3623E+2	1.2354E-10	1.0675E-11	8.4169E-12	9.1605E-11
4.3656E+2	1.4165E-10	7.4091E-12	6.5814E-12	1.4475E-10
4.3691E+2	1.7337E-10	8.5292E-12	8.7270E-12	1.3748E-10
4.3722E+2	1.3980E-10	6.8522E-12	3.2403E-12	6.7323E-11
4.3772E+2	1.3798E-10	6.0890E-12	5.9227E-12	1.1712E-10
4.3783E+2	1.1870E-10	8.5400E-12	6.8918E-12	1.1083E-10
4.3805E+2	1.8926E-10	1.1151E-11	8.1906E-12	1.5872E-10
4.3837E+2	1.5877E-10	6.9785E-12	7.3486E-12	1.4116E-10
4.3881E+2	1.3051E-10	7.4107E-12	7.6386E-12	6.1098E-11
4.3929E+2	1.6981E-10	4.4034E-12	1.9875E-12	1.0262E-10
4.3958E+2	1.2875E-10	1.3800E-11	4.8169E-12	7.3601E-11
4.3969E+2	1.3934E-10	2.7642E-12	9.0429E-12	9.4594E-11
4.4011E+2	1.5639E-10	5.7698E-12	1.0124E-11	8.8501E-11
4.4030E+2	2.1560E-10	5.7770E-12	6.7767E-12	1.5989E-10
4.4055E+2	1.8356E-10	8.8651E-12	8.3498E-12	1.2936E-10
4.4104E+2	1.5256E-10	5.1688E-12	8.5499E-12	8.9598E-11
4.4136E+2	1.0909E-10	2.4369E-12	8.7729E-12	7.4016E-11
4.4173E+2	1.5997E-10	9.7578E-12	1.0930E-11	1.0957E-10
4.4193E+2	8.9050E-11	1.0964E-11	6.5868E-12	9.2063E-11
4.4220E+2	1.2359E-10	7.5758E-12	4.4346E-12	1.1316E-10
4.4265E+2	1.2336E-10	7.1674E-12	1.0878E-11	6.3347E-11
4.4288E+2	1.8674E-10	6.3414E-12	6.5246E-12	9.4126E-11
4.4304E+2	1.5084E-10	8.9929E-12	8.7470E-12	1.3206E-10
4.4353E+2	1.9162E-10	5.9438E-12	4.2319E-12	8.5073E-11
4.4393E+2	9.3069E-11	4.0482E-12	1.0061E-11	1.1712E-10
4.4418E+2	1.4640E-10	3.7429E-12	2.3490E-12	1.0993E-10
4.4436E+2	1.0876E-10	5.4532E-12	4.7742E-12	9.1912E-11
4.4455E+2	9.9658E-11	2.6392E-12	6.6823E-12	9.0241E-11
4.4499E+2	8.9655E-11	3.1430E-12	7.1819E-12	1.5731E-10
4.4539E+2	1.3996E-10	6.9451E-12	5.8415E-12	9.5017E-11
4.4565E+2	1.2847E-10	8.7159E-12	7.3121E-12	9.7757E-11
4.4596E+2	1.2764E-10	3.1430E-12	7.7644E-12	7.1112E-11
4.4617E+2	1.2981E-10	1.1316E-11	6.7529E-12	1.0953E-10
4.4672E+2	1.7408E-10	9.3257E-12	9.8157E-12	8.1687E-11
4.4680E+2	1.2419E-10	3.5458E-12	3.4577E-12	1.2418E-10
4.4739E+2	1.6524E-10	9.1487E-12	9.8220E-12	5.6615E-11
4.4749E+2	1.9993E-10	3.8297E-12	9.3040E-12	4.3545E-11
4.4801E+2	1.9941E-10	2.3387E-12	5.2505E-12	1.2138E-10
4.4826E+2	1.5111E-10	9.6337E-12	6.9640E-12	1.4089E-10
4.4864E+2	1.2844E-10	6.8326E-12	5.4405E-12	6.9338E-11
4.4894E+2	1.4354E-10	7.1049E-12	8.9413E-12	8.1490E-11
4.4906E+2	1.1381E-10	7.0838E-12	5.3087E-12	1.2824E-10
4.4945E+2	1.1424E-10	8.4418E-12	1.2579E-11	1.4922E-10
4.4962E+2	1.7925E-10	3.4843E-12	9.3743E-12	1.2130E-10
4.4992E+2	1.4072E-10	8.4418E-12	1.0436E-11	5.6100E-11
4.5042E+2	1.6976E-10	1.0830E-11	8.5426E-12	8.5159E-11
4.5086E+2	1.8084E-10	8.1453E-12	6.6917E-12	7.0820E-11
4.5117E+2	1.2950E-10	1.3854E-11	8.7673E-12	1.3793E-10
4.5131E+2	1.1866E-10	6.6256E-12	6.9473E-12	7.7442E-11
4.5154E+2	1.3980E-10	9.6252E-12	8.9099E-12	8.8977E-11
4.5185E+2	1.4917E-10	6.9116E-12	1.0023E-11	8.6732E-11
4.5236E+2	1.6129E-10	8.0687E-12	8.9560E-12	8.0371E-11
4.5256E+2	1.6258E-10	8.5617E-12	6.7637E-12	7.5284E-11
4.5298E+2	1.3871E-10	6.1999E-12	1.2999E-11	6.9584E-11
4.5342E+2	1.4409E-10	8.4992E-12	8.3746E-12	5.8258E-11
4.5364E+2	1.6082E-10	6.8434E-12	1.0355E-11	9.8152E-11
4.5388E+2	1.1394E-10	7.7644E-12	8.7750E-12	1.4089E-10
4.5430E+2	1.6767E-10	8.6145E-12	8.9122E-12	6.0409E-11
4.5454E+2	1.8491E-10	9.3449E-12	1.0397E-11	9.2717E-11
4.5488E+2	1.1259E-10	9.5703E-12	8.0135E-12	6.2961E-11
4.5530E+2	1.9869E-10	8.8792E-12	8.3498E-12	8.0134E-11
4.5551E+2	1.4489E-10	8.3591E-12	6.2751E-12	1.2418E-10
4.5593E+2	1.4892E-10	8.1717E-12	1.1000E-11	8.8243E-11
4.5613E+2	1.2418E-10	1.0246E-11	5.9343E-12	1.3278E-10
4.5630E+2	9.7984E-11	1.2142E-11	1.9229E-12	1.1653E-10
4.5663E+2	1.5929E-10	6.3423E-12	2.1924E-12	1.1830E-10
4.5707E+2	1.2936E-10	8.0533E-12	1.9162E-12	6.6494E-11
4.5729E+2	1.3575E-10	7.7703E-12	8.2739E-12	8.8590E-11
4.5766E+2	1.2097E-10	7.3486E-12	2.0384E-12	9.2251E-11
4.5818E+2	1.4655E-10	6.6647E-12	8.6391E-12	6.6115E-11
4.5847E+2	1.3155E-10	1.0061E-11	8.8827E-12	1.0390E-10
4.5867E+2	1.7822E-10	7.2234E-12	6.7370E-12	1.2978E-10
4.5908E+2	1.4344E-10	1.0013E-11	5.0103E-12	6.7714E-11
4.5924E+2	1.1642E-10	5.7551E-12	5.9770E-12	3.8641E-11
4.5949E+2	1.4078E-10	9.6175E-12	7.7966E-12	1.3049E-10
4.5978E+2	1.1051E-10	1.3578E-11	7.7782E-12	9.4699E-11
4.6030E+2	8.5094E-11	9.1674E-12	5.7784E-12	8.2109E-11
4.6066E+2	1.5894E-10	8.2537E-12	8.4092E-12	1.1887E-10
4.6097E+2	1.7265E-10	7.0453E-12	6.6574E-12	6.8369E-11
4.6118E+2	1.1694E-10	7.5458E-12	6.1702E-12	1.1676E-10
4.6145E+2	1.2125E-10	8.2092E-12	2.4735E-12	9.0439E-11
4.6165E+2	7.5003E-11	5.4925E-12	2.2441E-12	6.8743E-11
4.6196E+2	1.7348E-10	8.5813E-12	8.8592E-12	1.4071E-10
4.6229E+2	1.1668E-10	3.3656E-12	7.5266E-12	9.8802E-11
4.6265E+2	9.6152E-11	7.4482E-12	5.0656E-12	1.0222E-10
4.6311E+2	1.6767E-10	1.0257E-11	6.9265E-12	1.0960E-10
4.6347E+2	1.2914E-10	5.4464E-12	6.0130E-12	1.0873E-10
4.6377E+2	1.1854E-10	6.8146E-12	9.3385E-12	6.3608E-11
4.6390E+2	9.7069E-11	7.0882E-12	8.1752E-12	8.7786E-11
4.6416E+2	1.5100E-10	8.1263E-12	6.6574E-12	8.1765E-11
4.6446E+2	9.8518E-11	1.1544E-11	7.6851E-12	1.3200E-10
4.6496E+2	1.1223E-10	9.8250E-12	1.8528E-12	6.0009E-11
4.6518E+2	1.6981E-10	7.8328E-12	1.8546E-12	8.7677E-11
4.6556E+2	1.5267E-10	6.3350E-12	9.1265E-12	5.9882E-11
4.6600E+2	1.0901E-10	6.3414E-12	2.0790E-12	9.4908E-11
4.6626E+2	1.1881E-10	8.0321E-12	2.8990E-12	8.5318E-11
4.6646E+2	1.4177E-10	9.8446E-12	7.8790E-12	1.2418E-10
4.6686E+2	1.4634E-10	7.1346E-12	6.5635E-12	9.8837E-11
4.6710E+2	1.6496E-10	6.0583E-12	8.8760E-12	7.4016E-11
4.6741E+2	1.8581E-10	3.4632E-12	2.3069E-12	9.8595E-11
4.6793E+2	1.3681E-10	8.9657E-12	6.9933E-12	4.5974E-11
4.6816E+2	1.8107E-10	9.3192E-12	5.2835E-12	8.7692E-11
4.6858E+2	1.0992E-10	9.9377E-12	2.0632E-12	8.2118E-11
4.6880E+2	1.0213E-10	3.8308E-12	6.9186E-12	1.0482E-10
4.6896E+2	1.3793E-10	3.6584E-12	1.7742E-12	9.6264E-11
4.6925E+2	1.0952E-10	8.9916E-12	1.0796E-11	9.5146E-11
4.6965E+2	1.4744E-10	8.8572E-12	6.9774E-12	7.7267E-11
4.7016E+2	1.3569E-10	2.5001E-12	2.1404E-12	1.1408E-10
4.7052E+2	2.2518E-10	6.8190E-12	7.5274E-12	1.0648E-10
4.7083E+2	9.5744E-11	7.5639E-12	9.8479E-12	7.9173E-11
4.7098E+2	1.2695E-10	5.2447E-12	8.0057E-12	5.3660E-11
4.7123E+2	1.0637E-10	1.0027E-11	7.3517E-12	9.4149E-11
4.7163E+2	1.3295E-10	7.4472E-12	2.6424E-12	1.1802E-10
4.7218E+2	1.2325E-10	5.0946E-12	5.4522E-12	1.1692E-10
4.7233E+2	1.8246E-10	8.3385E-12	5.7956E-12	1.1782E-10
4.7267E+2	1.7934E-10	6.7409E-12	6.4523E-12	9.9844E-11
4.7313E+2	6.7713E-11	1.0950E-11	1.0919E-11	8.2446E-11
4.7345E+2	1.0959E-10	8.4096E-12	6.9799E-12	7.6862E-11
4.7356E+2	1.1318E-10	9.9305E-12	8.7270E-12	4.5810E-11
4.7413E+2	1.4478E-10	7.4796E-12	7.3176E-12	7.5433E-11
4.7422E+2	1.0474E-10	6.6693E-12	6.6524E-12	9.3171E-11
4.7480E+2	1.1962E-10	8.9182E-12	8.9416E-12	7.0666E-11
4.7491E+2	1.4155E-10	6.8354E-12	5.5917E-12	1.1156E-10
4.7537E+2	1.0912E-10	8.0544E-12	1.2500E-11	7.2423E-11
4.7555E+2	8.9135E-11	8.7002E-12	7.8277E-12	7.3333E-11
4.7604E+2	8.2866E-11	8.0737E-12	4.7229E-12	6.8316E-11
4.7612E+2	1.6353E-10	6.5167E-12	9.7406E-12	1.3199E-10
4.7666E+2	1.6612E-10	1.0150E-11	6.6260E-12	1.3587E-10
4.7687E+2	1.2560E-10	9.3905E-12	2.0229E-12	6.2683E-11
4.7709E+2	7.6910E-11	8.1032E-12	7.2001E-12	8.3092E-11
4.7751E+2	1.2701E-10	2.3987E-12	6.2610E-12	8.5870E-11
4.7792E+2	8.0378E-11	7.1713E-12	8.5552E-12	8.6987E-11
4.7811E+2	1.5661E-10	6.4726E-12	2.3692E-12	1.3076E-10
4.7851E+2	2.2118E-10	4.0350E-12	6.2408E-12	9.6085E-11
4.7867E+2	1.7406E-10	4.6252E-12	8.0370E-12	4.0168E-11
4.7887E+2	1.2460E-10	8.5785E-12	5.1978E-12	8.0133E-11
4.7901E+2	7.7446E-11	6.3350E-12	6.3374E-12	7.5705E-11
4.7954E+2	1.4194E-10	2.3387E-12	9.9809E-12	1.1040E-10
4.7976E+2	1.6765E-10	8.7159E-12	7.0556E-12	9.2077E-11
4.8005E+2	1.2659E-10	1.0213E-11	8.4969E-12	1.5033E-10
4.8030E+2	1.5931E-10	9.8160E-12	6.6235E-12	1.3606E-10
4.8043E+2	1.2027E-10	6.8861E-12	2.1427E-12	9.8727E-11
4.8078E+2	7.3472E-11	7.6186E-12	6.2999E-12	7.6998E-11
4.8086E+2	1.1324E-10	1.1402E-11	9.9258E-12	7.7837E-11
4.8104E+2	1.4694E-10	6.6786E-12	1.2891E-12	1.2912E-10
4.8128E+2	7.8290E-11	6.6693E-12	7.4121E-12	1.1993E-10
4.8171E+2	1.2973E-10	6.8276E-12	7.4270E-12	1.2154E-10
4.8199E+2	1.0616E-10	8.6613E-12	9.5744E-12	6.9831E-11
4.8222E+2	1.6729E-10	8.5394E-12	8.9460E-12	1.0340E-10
4.8234E+2	1.2596E-10	5.8033E-12	6.9700E-12	9.8967E-11
4.8239E+2	1.8171E-10	6.5833E-12	7.3743E-12	9.9149E-11
4.8257E+2	1.7211E-10	6.4062E-12	1.2160E-11	8.9524E-11
4.8278E+2	1.8963E-10	1.2003E-11	7.4614E-12	1.2375E-10
4.8304E+2	1.3108E-10	8.2948E-12	4.7528E-12	7.2016E-11
4.8323E+2	7.7182E-11	9.1265E-12	2.7272E-12	8.3476E-11
4.8362E+2	1.7606E-10	9.2748E-12	9.3543E-12	1.4882E-10
4.8358E+2	1.3798E-10	6.0584E-12	9.3743E-12	9.7208E-11
4.8397E+2	1.2361E-10	1.1343E-11	9.2372E-12	7.8681E-11
4.8401E+2	1.0693E-10	1.3531E-11	8.3106E-12	4.0703E-11
4.8416E+2	1.1978E-10	7.9537E-12	8.9460E-12	1.0471E-10
4.8440E+2	1.3581E-10	1.0114E-11	2.0793E-12	7.8334E-11
4.8470E+2	1.1293E-10	5.8790E-12	5.7184E-12	6.8438E-11
4.8485E+2	9.3044E-11	8.3346E-12	2.4714E-12	9.5176E-11
4.8504E+2	2.1952E-10	3.2412E-12	8.6715E-12	7.8732E-11
4.8531E+2	1.1418E-10	5.4902E-12	2.4113E-12	7.8493E-11
4.8546E+2	9.9286E-11	8.6322E-12	1.0553E-11	4.8677E-11
4.8557E+2	1.0797E-10	7.2721E-12	8.2884E-12	1.2371E-10
4.8564E+2	1.0137E-10	8.2983E-12	2.4758E-12	9.1109E-11
4.8581E+2	8.4525E-11	2.4334E-12	3.3834E-12	1.2768E-10
4.8600E+2	1.6985E-10	2.4329E-12	2.3952E-12	7.0420E-11
4.8635E+2	9.1572E-11	1.0273E-11	8.0834E-12	8.6496E-11
4.8641E+2	8.3840E-11	2.6620E-12	7.1108E-12	8.2279E-11
4.8675E+2	1.0844E-10	9.5558E-12	8.4412E-12	6.9847E-11
4.8675E+2	1.0684E-10	3.2925E-12	3.7922E-12	9.2415E-11
4.8718E+2	7.3091E-11	7.6938E-12	1.9142E-12	8.7345E-11
4.8735E+2	1.0431E-10	6.6431E-12	8.2475E-12	5.0950E-11
4.8725E+2	1.8996E-10	2.6006E-12	6.7656E-12	9.0268E-11
4.8750E+2	9.2373E-11	6.3196E-12	1.9142E-12	1.0514E-10
4.8772E+2	1.4640E-10	2.9945E-12	7.0780E-12	4.3561E-11
4.8791E+2	1.3242E-10	5.8260E-12	5.7877E-12	8.6151E-11
4.8830E+2	1.2400E-10	3.2715E-12	8.4090E-12	1.3878E-10
4.8812E+2	1.1315E-10	2.4992E-12	2.3525E-12	1.2796E-10
4.8843E+2	1.0299E-10	2.7850E-12	8.1840E-13	8.3555E-11
4.8872E+2	1.1286E-10	8.6235E-12	2.4113E-12	8.9533E-11
4.8874E+2	9.9584E-11	7.4934E-12	2.6421E-12	1.3191E-10
4.8916E+2	1.1079E-10	8.1210E-12	9.8396E-12	1.0692E-10
4.8909E+2	1.2152E-10	7.3187E-12	2.3069E-12	1.1739E-10
